oath_id,author,title,reference,work_type,genre,work_date,date,reference_type,state,swearer,swearee,proposed_by,if_taken,if_refused,if_kept,if_broken,taken,impact,consequences_of_breach,statement,linguistic,gods_invoked,remarks
,,,,,,,,,,,,,,,,,,,,,,,
2028,Xenophon,Memorabilia 1a,1.2.37,literary,Dialogue,394-385,During Critias' friendship with Socrates (440 to 403),Oath,Athens,Charicles,Socrates,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That Socrates must avoid his favourite subjects- Justice, Holiness and so on (because Critias thinks them over-used)]
 ὁ δὲ Κριτίας, Ἀλλὰ τῶνδέ τοί σε ἀπέχεσθαι, ἔφη, δεήσει, ὦ Σώκρατες, τῶν σκυτέων καὶ τῶν τεκτόνων καὶ τῶν χαλκέων· καὶ γὰρ οἶμαι αὐτοὺς ἤδη κατατετρῖφθαι διαθρυλουμένους ὑπὸ σοῦ. Οὐκοῦν, ἔφη ὁ Σωκράτης, καὶ τῶν ἑπομένων τούτοις, τοῦ τε δικαίου καὶ τοῦ ὁσίου καὶ τῶν ἄλλων τῶν τοιούτων; Ναὶ μὰ Δί’","ma, nai",Zeus,
3269,Demosthenes,Philippic 4,7,literary,Orat.,341?,341,Oath,Athens,Demosthenes,Athenians in the assembly,n/a,n/a,n/a,n/a,n/a,yes,Emphasises the statement,n/a,"[That he has no ambition to incur the hostilty of his audience]
 οὐ γὰρ ἀπεχθάνεσθαι μὰ τὸν Δία καὶ πάντας θεοὺς προαιροῦμαι.",ma ton,Zeus; All the gods,
1254,Aristophanes,Unidentified Drama,fr. 669 K-A,literary,Comic.,416-400,427 to 385,Oath,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,n/a,unknown,unknown,unknown,ork,unknown,This single line refers to the dictation of an oath. Cf. Lysistrata id 1164.
3793,Demosthenes,On the False Embassy,179,literary,Orat.,343,343,Oath,Athens,Dikastai,Presiding magistrate,Presiding magistrate,They can be jurors,They cannot be jurors,Many blessings (?),Destruction of self and household (?),yes,see remarks,unknown,"[That they will vote according to the laws and decrees of the Athenian people and the Council of Five Hundred; <and concerning matters about which there are no laws, they will judge according to their perfectly honest opinion, and not from favour nor from enmity>. Nor will they accept gifts for judging, nor will any other man or woman do so on their behalf with their knowledge. And they will give an equal hearing to the accuser and the defendant alike, and cast their vote in relation to the actual matter in issue.]",omwm,Zeus; Poseidon; Demeter,"Demosthenes reminds the jurors that they have sworn to vote in accordance with the laws, and the decrees of the demos and the boule of five hundred. 
For the details of the Heliastic oath see oath id 3494."
2881,Plato,Cratylus,427e-428a,literary,Phil.,384-360,fictional time,Oath,Athens,Hermogenes,Cratylus,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the magnitude of the subject,n/a,"[That he doesn't think it an easy thing for him to learn (or for Cratylus explain) a subject of the importance of language all in a moment]
 Τί δέ, ὦ Ἑρμόγενες; δοκεῖ σοι ῥᾴδιον εἶναι οὕτω ταχὺ μαθεῖν τε καὶ διδάξαι ὁτιοῦν πρᾶγμα, μὴ ὅτι τοσοῦτον, ὃ δὴ δοκεῖ ἐν τοῖς [μεγίστοις] μέγιστον εἶναι;  {ΕΡΜ.} Μὰ Δί’, οὐκ ἔμοιγε.",ma,Zeus,
261,Sophocles,Antigone,388,literary,Trag.,just before the Samian expedition 441-440,mythical time,Discussion,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wmot,n/a,"The guard remarks that there is nothing that men should abjure on oath, since second thoughts make liars of them. He makes his reasons clearer through reference to his ""oath"" at 394 (see oath id 263)."
3639,Demosthenes,Against Timotheus,64,literary,Orat.,362?,362 (?) (362),Oath,Athens,Timotheus,Apollodorus,n/a,n/a,n/a,n/a,n/a,no,Emphasises the statement,n/a,"[That Pasion ought to have demanded the return of the bowls from him]
 ἀλλὰ νὴ Δία,φήσει ἴσως, ἔδει τὸν πατέρα τὸν ἐμὸν ἀπαιτεῖν αὐτὸν τὰς φιάλας.",nh,Zeus,"Apollodorus describes what happened in 373/2 when Timotheus' servant Aeschrion was sent to Pasion to acquire bedding, cloaks and bowls when Timotheus was entertaining Alcetas of Epirus and Jason of Pherae. According to Apollodorus, Lycian bowls belonging to a certain Timosthenes were accidentally given to Timotheus, who left Athens without returning the bowls. When Timosthenes demanded the return of his bowls, Pasion persuaded him to accept the value of the bowls (237 drachmas), and recorded Timotheus as owing the money to him.  
Apollodorus suggests that Timotheus will object that Pasion ought to have demanded the return of the bowls from him, and argues that Pasion did not ask for their return because he saw what straits Timotheus was in."
1604,Hesiod,Catalogue of Women,fr. 147,literary,Epic.,580-520,mythical time,Oath,Crete,Theseus,Ariadne,n/a,n/a,n/a,unknown,unknown,yes,unknown,unknown,[That Theseus would be faithful to Ariadne],ork,unknown,"This is a reference attributed to Hesiod naming Aigle as the women because of whom Theseus broke his oaths to Ariadne; according to Plutarch, Theseus 20.1 (= Hesiod fr. 298), Theseus abandoned Ariadne (apparently at sea, not on Naxos) because he had fallen in love with Aigle, who must in that case have been one of the seven Athenian maidens who had been sent as tribute to Minos.  Theseus' objective in swearing fidelity to Ariadne can only have been to secure her assistance against her father and the Minotaur."
631,Aristophanes,Birds,135,literary,Comic.,414,414,Oath,unknown,Tereus,Peisetaerus,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That Peisetaerus loves a toilsome life]
  Νὴ Δία ταλαιπώρων γε πραγμάτων ἐρᾷς.",nh,Zeus,The scholiast sees this line as ironic.
3117,Plato,Gorgias,456d5-e2,literary,Phil.,387-383,fictional time,Oath,Athens,Gorgias,Socrates,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That physical trainers should not be banished from cities if their pupils use their skill against their kin (since the instruction was imparted for use against enemies and the pupils are the ones who have been guilty of misusing their skill)]
 οὐδέ γε μὰ Δία ἐάν τις εἰς παλαίστραν φοιτήσας εὖ ἔχων τὸ σῶμα καὶ πυκτικὸς γενόμενος, ἔπειτα τὸν πατέρα τύπτῃ καὶ τὴν μητέρα ἢ ἄλλοντινὰ τῶν οἰκείων ἢ τῶν φίλων, οὐ τούτου ἕνεκα δεῖ τοὺς  παιδοτρίβας καὶ τοὺς ἐν τοῖς ὅπλοις διδάσκοντας μάχεσθαι μισεῖν τε καὶ ἐκβάλλειν ἐκ τῶν πόλεων.",ma,Zeus,
1080,Aristophanes,Wasps,396,literary,Comic.,422,422,Oath,Athens,Xanthias,Bdelycleon,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That Philocleon is not slipping through again some way]
  μῶν ὁ γέρων πῃ διαδύεται αὖ;
 {Ξα.}  μὰ Δί’ οὐ δῆτ’",ma,Zeus,"In fact, Philocleon is trying to lower himself out of the house with a rope (rather than slipping through), as Xanthias subsequently remarks."
3547,Demosthenes,Against Lacritus,40,literary,Orat.,ca.351,ca.351 (355 to 338),Oath,Athens,Androcles,Dikastai,n/a,n/a,n/a,n/a,n/a,yes,Emphasises the statement,n/a,"[That he has never made any objection or criticism if anyone wants to be a sophist and pay cash to Isocrates]
 ἐγὼ δέ, μὰ τὸν Δία τὸν ἄνακτα καὶ τοὺς θεοὺς ἅπαντας, οὐδενὶ πώποτε ἐφθόνησα οὐδ’ ἐπετίμησα, ὦ ἄνδρες δικασταί, εἴ τις βούλεται σοφιστὴς εἶναι καὶ Ἰσοκράτει ἀργύριον ἀναλίσκειν·",nh ton,Zeus; The gods,
1829,Thucydides,History,7.57.5,literary,Hist.,403-395,478,Oath,Delos,Aristides; Representatives,Aristides; Representatives,Aristides,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,see remarks,unknown,"[That they would have the same enemies and friends, and they would remain loyal and not desert (the Athenian masses or the allies of the Athenians)]",summac,unknown,"Thucydides lists the states that supported Athens against Syracuse at 7.57.1-11. He observes that some came as subjects, some as allies, and some as mercenaries. Thucydides includes the Methymnaeans as allies, observing that they were autonomous and contributed ships. 
For other references to the so-called Delian League see also oath id 1520, 1562, 1563, 1584, 1588, 1638, 1639, 1828, 1831, 1832 and 1834."
3814,Demosthenes,On the False Embassy,275,literary,Orat.,343,346,Oath,"Athens, Pella",Philip of Macedon; Philip of Macedon's representatives; Representatives; Representatives of the allies of Athens,Philip of Macedon; Philip of Macedon's representatives; Representatives; Representatives of the allies of Athens,Philocrates,Peace and alliance formalised,Hostilities will continue,unknown,unknown,yes,see remarks,unknown,"[? That they would abide by the following terms:
1. both parties recognised the territory of the other;
2. there was to be an alliance and peace between Philip and the Athenians, with no time limit;
3. the peace and the alliance was to be binding to the allies of both parties;
4. the seas were to be kept safe i.e. neither party was to support pirates]",eirhn,unknown,"Demosthenes compares the results of the Peace of Callias (see oath id 3813) to those of the Peace of Philocrates and argues that they need a prosecutor, and to try the men whose crimes are obvious (i.e. Aeschines and Philocrates). 
For other references to the Peace of Philocrates see also oath id 2517."
2706,Aeschines,Against Ctesiphon,142,literary,Orat.,330,339/8 (339),Oath,Thebes,Representatives; Representatives,Representatives; Representatives,Demosthenes,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,see remarks,unknown,"[? That they would defend each other, and make war in common against Philip]",summac,unknown,"Aeschines alleges that Demosthenes betrayed all Boeotia to Thebes by writing a clause in their alliance with Thebes that if any Boeotian polis seceded they were to help the Thebans. 
See also oath id 2670."
1983,Xenophon,Hellenica,6.4.24-6,literary,Hist.,385-354,371,Oath,Boeotia,Representatives; Representatives,Representatives; Representatives,unknown,The truce would be formalised,Hostilities will continue,unknown,unknown,yes,see remarks,unknown,[? That they would not attack each other],spond,unknown,"Xenophon states that after the battle of Leuctra, Jason of Pherae urged both the Thebans and the Spartans to seek a truce with each other.  The Spartans accordingly asked him to negotiate a truce.  
As soon as the polemarchs learned that the truce had been made they gave orders to the men to dine and pack so they could withdraw that night and cross Mount Cithaeron next morning; in fact, however, ""trusting to secrecy more than to the truce"", they made the army set off directly after their meal and made the difficult crossing of the mountain during the night."
2356,Andocides,On the Mysteries,91,literary,Orat.,400/399,400/399 (400 to 399),Oath,Athens,Bouleutai,Presiding magistrate,unknown,They can take office in the boule,They cannot take office,unknown,unknown,yes,see remarks,unknown,"[That they will give counsel in accordance with the laws;
That they will give the best counsel to the polis/to the demos of the Athenians;
That they will not imprison any Athenian citizen who offers three sureties taxed in the same class as themselves, except any person found guilty of conspiring to betray the city or to overthrow the democracy, or any tax-farmer or his surety or collector being in default;
That they will neither exile, nor imprison, nor put to death anybody without trial;
That they will expose anyone who has been appointed by lot whom they know is unsuitable to serve in the boule (added 403/2);
That they will sit in the letter section to which they are allotted (added 410/09);
That if someone coins money of silver in the poleis and does not use Athenian coins or weights or measures, but uses foreign coins and weights and measures, they shall impeach him according to the former decree proposed by Clearchus (added ca.448);
That they are not less than thirty years old;
That they will not allow any denunciation or summary arrest arising out of past events, except in the case of those who fled (added 403/2);
That they will not put to the vote anything contrary to the laws]",omnu,unknown,"Andocides cites the oaths of reconciliation (see oath id 2355) as well as the oath of the bouleutai and the Heliastic oath (see oath id 2357) as evidence that the Athenians should not remember past grievances with regard to his own case. 
According to Andocides, each of the bouleutai swore, ""I will not allow any denunciation or summary arrest arising out of past events, except in the case of those who fled"". 
For other references to the bouleutic oath see also oath id 1775."
47,Aristophanes,Clouds,1255,literary,Comic.,,423,Oath,Athens,First Creditor,Strepsiades,n/a,n/a,n/a,May he live,May he die,yes,Emphasises the statement,unknown,"[That he will sue Strepsiades]
 θήσω πρυτανεῖ’, ἢ μηκέτι ζῴην ἐγώ.",mh zwihn,unknown,
2643,Plato,Republic,559e5,literary,Phil.,380-370,fictional time,Discussion,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,summac,n/a,"This is an abstract discussion of an alliance made, in a time of stasis, between an oligarchic or democratic faction and an external state of the same political type. In the circumstances imagined, such an alliance would almost certainly need to be buttressed by oaths."
959,Aristophanes,Peace,1264-1265,literary,Comic.,421,421,Oath,Athens,Trygaeus,Arms-Dealer,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That the Arms-Dealer and his companions should leave]
 Χωρῶμεν, ὦ τᾶν, ἐκποδών.
  {ΤΡ.}  Νὴ τὸν Δί’",nh ton,Zeus,
2213,Xenophon,Anabasis,7.6.21,literary,Hist.,ca.370-355,399,Oath,Thrace,Xenophon,The Ten Thousand,n/a,n/a,n/a,n/a,n/a,yes,Emphasises the statement,unknown,"[That he should be ashamed if he had been deceived by one who was an enemy]
 ναὶ μὰ Δία ᾐσχυνόμην μέντἄν, εἰ ὑπὸ πολεμίου γε ὄντος ἐξηπατήθην·",nai ma,Zeus,"Xenophon anticipates that he will be asked whether he is ashamed to be deceived by Seuthes. He swears that he would be ashamed to be deceived by an enemy, but says that in dealings between friends he thinks that deceiving, not being deceived, is what one should be ashamed of."
3052,Plato,Charmides,162b8-9,literary,Phil.,399-388,432,Oath,Athens,Charmides,Socrates,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That he does not know what is meant by a man doing his own business]
 Τί οὖν ἂν εἴη ποτὲ τὸ τὰ αὑτοῦ πράττειν; ἔχεις εἰπεῖν;  Οὐκ οἶδα μὰ Δία ἔγωγε, ἦ δ’ ὅς·",ma,Zeus,
1595,Thucydides,History,2.9.1-3,literary,Hist.,403-395,446 to 431,Oath,Sparta,Representatives,Representatives,unknown,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,see remarks,unknown,"[That they would have the same friends and enemies as the Spartans, and follow the Spartans whithersoever they may lead]",summac,,"Thucydides lists the allies of Sparta at the start of the war in 431 as all of the Peloponnesians within the Isthmus except for Argos and Achaea (Pellene was the only Achaean city allied to Sparta), Megara, the Locrians (the Opuntian and Epicnemidian), the Boeotians, Locrians, the Ambraciots, the Leucadians and Anactorians. 
de Ste Croix, Origins of the Peloponnesian War, pp123-4, speculates that the Phocians joined the Peloponnesian League between 446 and 431. The former date is speculative. 
For other references to the so-called Peloponnesian League see oath id 1517."
3402,Demosthenes,Against Meidias,65,literary,Orat.,347/6,348/7 (348),Oath,Athens,Choral judges,Presiding magistrate,Presiding magistrate,They can be judges,They cannot be judges,unknown,unknown,yes,see remarks,unknown,[That they will judge the choruses fairly],"omnu, ork",unknown,"Demosthenes states that he is sure that none of the jurors could remember a time when a political adversary displayed his hostility by standing by while the judges were being called up, or by dictating an oath to them. 
For further details see also oath id 3396. 
For other references to the judges' oath see oath id 1247."
2090,Xenophon,Memorabilia 3-4,3.6.9.1-4,literary,Dialogue,371-353,date uncertain (411 to 399),Oath,Athens,Glaucon,Socrates,n/a,n/a,n/a,unknown,unknown,yes,Emphasises Glaucon's incompetence,n/a,"[That he cannot tell Socrates, off the top of his head, the naval and military strength of Athens, nor that of her enemies]
 Πρῶτον μὲν τοίνυν, ἔφη, λέξον ἡμῖν τῆς πόλεως τήν τε πεζικὴν καὶ τὴν ναυτικὴν δύναμιν, εἶτα τὴν τῶν ἐναντίων. Ἀλλὰ μὰ τὸν Δί’, ἔφη, οὐκ ἂν ἔχοιμί σοι οὕτω γε ἀπὸ στόματος εἰπεῖν.",ma ton,Zeus,See remarks on oath id 2085 for context and cf. other entries for 3.6 (esp. oath id 2091).
1716,Thucydides,History,5.42.2,literary,Hist.,403-395,422/1 (422),Oath,Sparta,Pleistoanax; Agis; Pleistolas; Damagetus; Chionis; Metagenes; Acanthus; Daithus; Ischagoras; Philocharidas; Zeuxidas; Antippus; Tellis; Alcinadas; Empedias; Menas; Laphilus; Lampon; Isthmionicus; Nicias; Laches; Euthydemus; Procles; Pythodorus; Hagnon; Myrtilus; Thrasycles; Theagenes; Aristocrates; Iolcius; Timocrates; Leon; Lamachus; Demosthenes; Representatives of Peloponnesian League members,Pleistoanax; Agis; Pleistolas; Damagetus; Chionis; Metagenes; Acanthus; Daithus; Ischagoras; Philocharidas; Zeuxidas; Antippus; Tellis; Alcinadas; Empedias; Menas; Laphilus; Lampon; Isthmionicus; Nicias; Laches; Euthydemus; Procles; Pythodorus; Hagnon; Myrtilus; Thrasycles; Theagenes; Aristocrates; Iolcius; Timocrates; Leon; Lamachus; Demosthenes; Representatives of Peloponnesian League members,Nicias,Peace treaty formalised,Hostilities will continue,unknown,unknown,yes,see remarks,unknown,"[That they would abide by this agreement and this treaty, justly and guilelessly] 
 ἐμμενῶ ταῖς ξυνθήκαις καὶ ταῖς σπονδαῖς ταῖσδε δικαίως καὶ ἀδόλως 
The terms of the agreement can be summarised as follows:
1. Free access to common sanctuaries
2. The independence of Delphi
3. Peace to last on land and sea for fifty years
4. It was to be unlawful for either the Spartans and their allies or the Athenians and their allies to bear arms against each other (they were to have recourse to courts and oaths if either party violated this rule)
5. Amphipolis was to be restored to Athens
6. In the case of other cities delivered to Athens by the Spartans (Argilus, Stagirus, Acanthus, Stolus, Olynthus and Spartolus) were to be safeguarded if they paid the tribute fixed in the time of Aristeides
7. The Mecybernaeans and Sanaeans and Singians should dwell in their own towns on the same terms as the Olynthians and Acanthians
8. The Spartans were to restore Panactum to the Athenians and the Athenians were to restore Coryphasium, Cythera, Methana, Pteleum and Atalante and any Spartan captives to the Spartans, and any captured Peloponnesians to their homelands
9. The fate of Scione, Torone, Sermyle and any other city held by the Athenians was to be decided by the Athenians as they saw fit.",spond,unknown,"Thucydides states that the Athenians were angry that the Spartans had made a separate alliance with the Boeotians (see oath id 1708)  because they had said that they would join in coercing any state that did not accept the treaty. 
For other references to the Peace of Nicias and its impact see oath id 1681."
2839,Lysias,On the Property of Eraton,3,literary,Orat.,397,404,Oath,Sparta,Envoys,Representatives of the Spartans and their allies,unknown,Peace treaty formalised,Hostilities will continue,unknown,unknown,yes,see remarks,unknown,"[? That they would abide by the following terms:
1. The Athenians were to demolish the Long Walls and the Piraeus wall 
2. The Athenians were to surrender all but twelve of their ships
3. The Athenians were to receive back their exiles
4. The Athenians were to have the same enemies and friends as the Spartans
5. The Athenians were to follow the Spartans where they might lead on land and sea]",eirhn,unknown,"The speaker claims that during the war there were no lawsuits, but that once peace was made (presumably the peace of 404) civil suits began to be tried. Thus, they were able to prosecute the sons of Eraton to make them pay what they owed. 
See also oath id 1893."
723,Aristophanes,Thesmophoriazusae,552-553,literary,Comic.,411,411,Oath,Athens,Inlaw (in female disguise),Women at Thesmophoria,n/a,n/a,n/a,unknown,unknown,yes,Makes Mica angry,n/a,"[That he has not said everything he knows yet]
  Καὶ νὴ Δί’ οὐδέπω γε 
  εἴρηχ’ ὅσα ξύνοιδ’·",nh,Zeus,Inlaw is masquerading as a woman; cf. oath id 721.
689,Aristophanes,Birds,1608-1612,literary,Comic.,414,414,Discussion,Nephelokokkugia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"omnu, ork",n/a,"Here, Peisetaerus tries to persuade Poseidon that if the gods have the birds as allies, mortals will no longer be able to perjure themselves and get away with it, essentially because the birds will be able to see the perjury and effect a punishment with all speed. Sommerstein explains 1609 (which refers to the bowed heads of the perjurers) as follows: ""the perjurer is unable to look the person he is deceiving in the eye; the clouds prevent the gods from seeing him thus betray himself"". Poseidon is convinced and replies with an informal oath invoking himself- see oath id 690."
1346,Herodotus,The Histories,6.62,literary,Hist.,428-415,During the reign of King Ariston ca. 545-530 (545 to 530),Oath,Sparta,"Ariston; Agetus, son of Alcidas","Ariston; Agetus, son of Alcidas",Ariston,Each will receive a gift from the other,There would be no agreement,unknown,unknown,yes,see remarks,unknown,"[That they would give each other one of their possessions]
 ὑποδέκεται δωτίνην δώσειν τῶν ἑωυτοῦ πάντων ἕν, τὸ ἂν αὐτὸς ἐκεῖνος ἕληται, καὶ τὸν ἑταῖρον ἑωυτῷ ἐκέλευε ὡσαύτως τὴν ὁμοίην διδόναι·",ork,unknown,"Herodotus states that Ariston conceived a passion for the wife of his friend Agetus. 
He then promised to give Agetus a gift if he promised to give one in return. 
When Agetus agreed they swore an oath to confirm the agreement. 
After giving Agetus what he requested, Ariston then demanded Agetus's wife. 
Agetus said that he would have given anything other than that, but that he was compelled by his oath (ἀναγκαζόμενος μέντοι τῷ τε ὅρκῳ ) and the trick by which he was deceived."
3681,Demosthenes,Against Callicles,26,literary,Orat.,362-324,362 to 324,Oath,Athens,Teisias' son,Dikastai,n/a,n/a,n/a,n/a,n/a,yes,Emphasises the statement,n/a,"[That the jurors are not accustomed to let water from the road flow onto their property]
 ἀλλ’ οὐ μὰ Δί’ εἴσω τὸ ἐκ τῆς ὁδοῦ δέχεσθαι,",ma,Zeus,"The speaker asks why he should say anything more to support his case when he has shown that his father did nothing wrong in enclosing his property, the other neighbours did not complain, and when the jurors are all accustomed to direct water from their properties onto the road, and not the opposite."
2993,Isocrates,Panathenaicus,103-4,literary,Orat.,342,413/2 (413),Oath,Sparta,Representatives,Representatives of the allies of Athens,unknown,n/a,n/a,unknown,unknown,yes,see remarks,see remarks,"[That they would liberate the allies of Athens]
 ἐλευθερώσειν",wmos,unknown,"At 103, Isocrates describes how the Spartans were so avid to gain mastery of the sea that they were (a) negotiating a treaty of friendship and alliance with the Persian king, and promising to give over to him all the Greeks of Asia, and (b) promising to liberate Athens' [Asian] allies if they revolted. 
At 104, he claims that after they had given these pledges to the allies of Athens and the King, and had conquered Athens in war, they reduced those who they had sworn to set free to a state of slavery worse than that of Helots, and they returned the favour to the King by persuading his brother Cyrus to dispute his throne and sent an army to support Cyrus in his endeavour.  (This is massively misleading:  Cyrus needed no Spartan persuasion to dispute his brother's throne; his brother wsa not the King [Darius II] with whom Sparta had made the alliance, but his successor [Artaxerxes II]; and the Greek army that supported him was neither despatched nor financed by Sparta.) 
One can only speculate regarding the occasion on which the Spartans can have sworn to liberate the allies of Athens. This is perhaps to be regarded as a ""Sophoclean oath"" where what is called a ""promise"" in 103 has become an oath in 104."
373,Aristophanes,Frogs,49-51,literary,Comic.,405,405,Oath,Athens,Dionysus,Heracles,n/a,n/a,n/a,unknown,unknown,yes,Provokes Xanthias' scorn,unknown,"[That he and Cleisthenes sank twelve or thirteen enemy ships in a naval battle]
  ΗΡ.  Κἀναυμάχησας;
  ΔΙ.  Καὶ κατεδύσαμέν γε ναῦς 
  τῶν πολεμίων ἢ δώδεκ’ ἢ τρεισκαίδεκα. 
  ΗΡ.  Σφώ;
  ΔΙ.  Νὴ τὸν ᾿Απόλλω. 
  ΞΑ.  Κᾆτ’ ἔγωγ’ ἐξηγρόμην.",nh ton,Apollo,"Xanthias' response to Dionysus' oath (""And then I woke up"") indicates, as Sommerstein ad loc. comments, that the statement would only be true were Dionysus relating a dream."
3394,Demosthenes,Against Meidias,3,literary,Orat.,347/6,347/6 (347),Oath,Athens,Demosthenes,Dikastai,n/a,n/a,n/a,n/a,n/a,yes,Emphasises the statement,n/a,"[That he has had to endure many threats] 
 νὴ Δί’ ἀπειλὰς ὑπομείνας",nh,Zeus,"Demosthenes claims that a great deal of money was offered to convince him to refrain from prosecuting, but he did not accept it, and held out against many requests and favours, and threats too."
,,,,,,,,,,,,,,,,,,,,,,,
1653,Thucydides,History,4.46.3-47.1,literary,Hist.,403-395,425/4 (425),Oath,Corcyra,Generals,Corcyraean oligarchs,unknown,The truce would be formalised,There would not be a truce,unknown,unknown,yes,see remarks,see remarks,[? That they would conduct the oligarchs to Athens for trial and safeguard them until the Athenian demos had decided their fate],spond,unknown,"Thucydides states that the Athenians and Corcyraeans mounted an expedition against the oligarchs who had established themselves on Mt Istone. 
The combined forces captured the stronghold, but the oligarchs fled to higher ground. 
These soon capitulated on condition that they should surrender their mercenary troops, give up their arms, and leave it to the Athenian demos to decide their fate. 
Thucydides states that the Athenian generals conveyed the men under truce (ὑποσπόνδους) to the island of Ptychia to be kept under custody until they should be sent to Athens. However, the understanding was that if any oligarch should be caught trying to escape the truce should be regarded as broken by all. 
The leaders of the Corcyraean demos feared that the oligarchs would not be put to death, and sent men to tell them that they ought to escape because the Athenian generals were intending to hand them over to the Corcyraean demos. When they were persuaded and caught sailing away the truce was broken and the whole party was handed over to the Corcyraean demos. They were brutally slain. The details of their deaths can be found in 4.47.2-48.5."
236,Sophocles,Ajax,1232-1234,literary,Trag.,date uncertain,mythical time,Oath,Troy,Teucer,Menelaus; Chorus,n/a,n/a,n/a,unknown,unknown,n/a,Enrages Agamemnon,n/a,"[That Agamemnon and Menelaus did not come as his or the Achaeans' generals or admirals, but that Ajax sailed as his own commander]
 κοὔτε στρατηγοὺς οὔτε ναυάρχους μολεῖν 
ἡμᾶς ᾿Αχαιῶν οὔτε σοῦ διωμόσω,
ἀλλ’ αὐτὸς ἄρχων, ὡς σὺ φής, Αἴας ἔπλει.",wmos,unknown,"Agamemnon is referring to Teucer's speech at 1097-1110 which was NOT in fact a sworn statement. However, when Agamemnon puts it to Teucer that he has ""sworn"" such things, Teucer does not take issue with this. This seems to be a particular feature of Sophocles, see oath ids 263, 270, 285, 289, 292."
1203,Aristophanes,Lysistrata,903,literary,Comic.,411,411,Oath,Athens,Lampito; Calonice; Myrrhine; All women present; Lysistrata,Lampito; Calonice; Myrrhine; All women present; Lysistrata,Lysistrata,The sex strike will be ensured; peace will be enabled,The sex strike will not be ensured; war will continue,May she drink from the wine-cup,May the wine-cup be filled with water,yes,The sex strike is ensured and peace is enabled,n/a,"[That no man whatever, neither lover nor husband shall come near her with his cock up, and that she will pass her life at home, pure and chaste in make-up and saffron gown so that her husband may be greatly inflamed with desire for her, and that she will never yield herself to her husband of her own free will. And if he should force her against her will, she will submit grudgingly and not thrust back. She will not raise her Persian slippers ceilingwards. She will not stand in the lioness-on-a-cheesegrater position]",omwm,Peitho; Cup of Amity; Zeus,Myrrhine here make a reference to the oath she and the other women had sworn at 181-238. See further remarks at oath id 1164.
2585,Aeschines,On the Embassy,93,literary,Orat.,343,346,Oath,Athens,Critobulus of Lampsacus,Envoys,Philocrates,Cersobleptes would be included in the peace,He would not be included in the peace,unknown,unknown,no,n/a,n/a,"[? That they would abide by the following terms:
1. Both parties recognised the territory of the other;
2. There was to be an alliance and peace between Philip and the Athenians, with no time limit;
3. The peace and the alliance was to be binding to the allies of both parties;
4. The seas were to be kept safe i.e. neither party was to support pirates]",spond,unknown,"Aeschines asks (rhetorically), ""Are we to believe, Demosthenes, that after trying to exclude Cersobleptes from the treaty at Athens, you pitied him when you got to Oreus?"". 
See also oath id 2583. 
For other references to the Peace of Philocrates see also oath id 2517."
51,Aristophanes,Clouds,1331-1332,literary,Comic.,,423,Oath,Athens,Pheidippides,Strepsiades,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That he will prove he was right to hit Strepsiades]
 τὸν πατέρα τύπτεις;
 {Φε.}  κἀποφανῶ γε νὴ Δία 
  ὡς ἐν δίκῃ σ’ ἔτυπτον.",nh,Zeus,
2340,Xenophon,Cyropaedia,2.2.3.2-3,literary,Biogr.,394-353,fictional time,Oath,Media,One of the comrades,Dinner guests,n/a,n/a,n/a,unknown,unknown,yes,Hystaspas is vexed,n/a,"[That the shares of meat will not be distributed equally if they start serving from one side, then another, but never from the middle]
 Μὰ Δί’, ἔφη, τῶνδε μὲν οὐδὲν ἴσον ἐστίν, εἴγε ἀφ’ ἡμῶν γε τῶν ἐν μέσῳ οὐδεὶς οὐδέποτε ἄρξεται.",ma,Zeus,Cf. oath id 2339.
